Age,PlayTimeHours,InGamePurchases,GameDifficulty,SessionsPerWeek,AvgSessionDurationMinutes,PlayerLevel,AchievementsUnlocked,Cluster
39,11.927337321974882,0,0.0,6,136,41,38,-1
33,22.70125988288829,0,2.0,14,30,37,23,-1
38,2.860857950528133,0,0.0,3,126,69,9,2
27,17.35737025819528,0,0.0,16,57,90,29,-1
34,22.19678030599304,0,1.0,6,147,17,36,-1
43,9.977344992662626,1,1.0,1,125,10,33,-1
21,7.345326606314252,0,0.0,10,167,63,26,-1
23,9.175530486372658,0,1.0,7,23,59,31,-1
30,5.965783905901655,0,2.0,12,23,87,34,-1
31,14.453995458647093,0,2.0,19,177,66,18,-1
37,6.056900211907238,1,1.0,14,124,45,43,-1
17,5.155360320433185,0,0.0,3,33,63,26,-1
36,17.17089351539209,1,1.0,14,131,2,17,-1
42,11.976766592859462,0,0.0,16,61,39,3,-1
37,13.792497284974736,0,0.0,0,137,96,3,-1
19,2.877169026835775,0,1.0,17,50,98,46,-1
33,20.144261406444407,0,2.0,6,171,18,3,-1
46,21.06826890535493,0,0.0,10,114,81,26,-1
16,15.714960935180926,1,0.0,16,81,5,0,-1
43,23.68588717146233,0,1.0,11,45,74,7,-1
32,18.62482022050496,0,1.0,16,58,63,24,-1
41,2.95830328935786,1,1.0,14,14,14,24,-1
18,21.129003181261005,0,1.0,16,113,7,40,-1
20,13.54067438721741,0,1.0,17,90,61,37,-1
41,3.8166683662659215,1,1.0,17,47,49,19,-1
44,23.83993004286943,0,0.0,16,131,1,20,-1
19,9.993379799562272,0,0.0,1,87,93,2,-1
46,9.16093619670398,0,1.0,19,12,49,11,-1
25,5.662935066969979,0,2.0,4,163,50,48,-1
17,13.627488076032732,0,0.0,19,85,71,40,-1
37,10.703946639315284,0,0.0,11,176,14,4,-1
26,9.278820708584917,1,0.0,2,161,7,40,-1
23,19.862965814899653,0,1.0,16,12,37,7,-1
25,11.71910881362395,0,0.0,4,132,44,38,-1
35,14.846901321121909,0,1.0,8,81,95,40,-1
20,18.439754933326924,0,0.0,16,175,18,42,-1
42,2.2927889446063547,0,0.0,9,88,10,39,-1
34,3.087814969237652,0,1.0,12,84,12,23,-1
33,17.47953836474487,0,2.0,15,87,97,28,-1
17,11.714414262656945,0,0.0,6,111,75,36,-1
22,17.523626310931128,0,0.0,2,92,12,48,-1
46,22.197524157535177,0,0.0,3,139,15,35,-1
38,8.627444102686464,1,2.0,1,83,97,10,-1
16,13.629245375344748,0,0.0,9,144,16,38,4
24,7.446239855956859,0,1.0,18,131,10,3,-1
49,3.607734605075152,1,2.0,0,30,72,49,-1
47,10.861480937785707,0,2.0,16,10,7,32,-1
30,19.93562088084885,0,0.0,19,141,4,41,-1
36,19.63991536763354,0,2.0,9,174,76,21,-1
21,5.469632422578656,0,0.0,7,109,81,48,-1
48,0.1817435674036653,0,1.0,14,20,15,30,-1
21,4.966767479188734,0,2.0,15,104,67,20,-1
23,2.6904477720691933,1,0.0,0,124,70,19,-1
23,11.9921706074332,0,0.0,16,166,25,18,-1
18,12.793776632388177,1,1.0,2,106,92,2,-1
42,19.49629540953512,1,1.0,9,99,62,2,-1
35,4.508799470508436,1,0.0,14,65,74,43,-1
26,0.1411352685770719,1,1.0,11,62,50,35,-1
39,20.241753561287936,0,2.0,15,59,41,28,-1
18,11.965363174935304,0,0.0,7,85,51,37,-1
15,6.665133613211817,1,0.0,10,106,89,21,-1
24,9.625686826701042,0,0.0,11,60,66,4,-1
31,11.180140743778493,1,2.0,15,124,34,29,-1
36,11.114793629265632,1,0.0,8,177,32,22,-1
28,0.2107275367645247,0,1.0,14,95,54,4,-1
45,2.8597037861696,0,2.0,7,158,80,39,-1
29,15.837642724126512,0,0.0,18,85,7,8,-1
39,4.851934209073553,0,1.0,0,132,7,24,-1
34,2.94490195307987,0,1.0,1,121,4,23,-1
38,1.774450382479169,0,2.0,6,126,39,3,-1
44,20.75900606920537,0,0.0,3,139,24,49,-1
18,9.479247259209636,0,1.0,5,91,61,43,-1
15,0.3466726793681589,0,0.0,8,15,8,36,-1
37,8.865600767186226,0,1.0,19,119,40,44,-1
43,1.6501425922693649,0,1.0,16,139,84,36,-1
21,19.82572540452976,0,0.0,7,27,33,45,-1
38,14.471871843038992,0,0.0,11,87,47,37,-1
46,21.48302758232922,0,0.0,14,85,62,5,-1
22,18.510568017510057,0,1.0,12,102,50,41,-1
21,4.204003239531652,0,0.0,18,29,26,16,-1
38,23.87799482970305,0,2.0,11,96,87,43,-1
41,3.180411401934121,0,0.0,18,115,32,49,-1
33,4.5189981481437576,0,1.0,11,177,77,1,-1
44,16.976690824843935,0,0.0,13,127,59,44,1
45,3.854601176756224,0,0.0,10,117,75,9,-1
49,21.407774084658755,0,1.0,6,127,21,24,-1
19,21.87797284417749,1,0.0,5,126,46,32,-1
22,7.118931944707335,0,2.0,7,116,50,40,-1
39,6.306167880436809,0,0.0,14,133,57,14,-1
22,0.605401705678096,0,1.0,7,31,46,11,3
27,21.94069739409108,0,1.0,8,59,27,2,-1
29,14.805051394983376,0,0.0,13,170,83,13,-1
42,5.641379447508649,1,1.0,2,33,81,0,-1
32,10.830765615624165,0,2.0,19,124,53,2,-1
16,8.045258563783555,0,0.0,15,35,64,30,-1
29,17.562566876819343,0,0.0,5,90,9,6,-1
24,8.88417054866769,0,0.0,14,57,97,13,-1
22,19.25089952659816,0,1.0,13,129,87,9,-1
41,11.31826868677556,0,0.0,0,109,69,4,-1
33,20.83136878544316,0,2.0,8,74,47,48,-1
21,10.342240932572672,0,0.0,5,167,34,5,-1
16,13.774599336278328,1,0.0,14,102,54,44,-1
36,4.507461611255357,0,2.0,11,147,25,11,-1
37,7.228505037118262,0,0.0,15,137,9,23,-1
16,9.263693451249289,0,0.0,8,144,16,35,4
22,13.807948181819658,0,2.0,12,74,85,34,-1
36,22.638981486305664,0,0.0,9,173,58,2,-1
20,5.013410776813141,0,2.0,7,178,44,27,-1
25,18.497926810825664,0,0.0,4,35,26,38,-1
47,11.324480669763352,0,1.0,8,173,14,12,-1
16,6.164742773031972,0,0.0,17,149,46,16,-1
18,3.693271942868818,1,1.0,7,57,32,40,-1
35,1.673769403524032,0,1.0,1,78,9,20,-1
43,6.34988116822674,0,2.0,15,80,25,0,-1
32,2.503594060259404,0,0.0,7,74,51,4,-1
42,21.77125379757437,0,1.0,8,122,91,41,-1
36,3.1162941658937697,0,0.0,1,140,74,10,2
29,2.924635151529236,0,0.0,12,93,26,46,-1
23,19.893448480859742,1,1.0,5,44,74,43,-1
41,9.29943309767694,0,1.0,14,106,4,19,-1
32,21.81987222841021,0,0.0,10,10,16,33,-1
33,20.200663488501213,1,2.0,11,75,79,12,-1
48,9.420714556239956,0,1.0,19,39,9,25,-1
38,16.888555226194867,0,0.0,10,22,46,25,-1
32,11.1985085248445,0,0.0,9,98,90,33,-1
16,11.462318479290918,0,0.0,5,42,23,25,-1
38,5.128100297323897,1,2.0,5,110,35,4,-1
25,15.978267598051154,0,2.0,10,63,52,9,-1
16,9.517497386907102,0,1.0,17,108,58,15,-1
25,19.41119873914004,1,2.0,1,41,97,16,-1
24,1.228609033764445,1,0.0,14,72,22,45,-1
40,5.48237704775791,0,0.0,7,136,66,21,-1
42,22.689719073388844,1,0.0,12,108,77,14,-1
40,19.816454151234453,0,0.0,0,82,57,30,-1
49,7.155087633523022,0,2.0,7,102,49,5,-1
39,4.935941126752611,0,0.0,3,62,77,21,-1
47,1.01036125930813,0,1.0,0,72,21,27,-1
49,22.96339365973389,0,2.0,13,37,53,42,-1
47,10.388813926888668,0,2.0,18,173,44,23,-1
19,6.318332556104078,0,2.0,11,144,87,37,-1
19,8.20021532055662,0,1.0,5,46,77,9,3
33,15.44504989681726,0,0.0,3,135,13,3,-1
16,23.95664393203218,1,0.0,9,58,45,31,-1
40,6.9432322759819565,0,0.0,2,170,89,33,-1
43,22.66101667398071,0,0.0,0,145,30,32,-1
32,16.856884361770447,1,1.0,4,173,43,1,-1
15,2.7476478738986145,0,2.0,10,176,85,30,-1
41,6.718317157123101,0,0.0,9,50,7,21,-1
34,16.9351399978317,0,0.0,11,45,85,2,-1
39,4.2749801667262695,0,1.0,1,13,39,26,-1
49,14.473140627303277,1,1.0,13,153,35,4,-1
22,11.215719703291992,1,2.0,4,101,80,6,-1
18,13.469457725688684,0,0.0,8,122,80,42,-1
42,21.527560200068667,0,1.0,12,80,99,45,-1
29,12.532820112066258,0,0.0,7,178,68,32,-1
40,11.256192044343386,1,1.0,17,72,97,37,-1
44,20.451995569114924,0,0.0,6,148,87,27,-1
27,13.346366828385031,1,1.0,13,158,33,26,-1
43,16.150029828730123,0,0.0,0,119,11,24,-1
23,1.9587041401519008,0,2.0,14,71,71,49,-1
30,13.241958878200926,0,1.0,4,31,54,0,-1
22,13.680474703321597,0,0.0,19,159,71,9,-1
29,14.496671290406576,0,1.0,9,176,94,34,-1
48,13.433188062613048,0,1.0,12,87,71,7,-1
16,22.038337965597105,0,0.0,18,70,20,29,-1
29,17.791270416679332,0,0.0,18,118,44,45,-1
44,3.442333341008867,0,1.0,13,41,55,34,-1
39,18.311502626884383,1,0.0,11,105,67,26,-1
47,21.448803303708367,0,2.0,17,42,4,23,-1
45,10.247409492551531,1,0.0,14,135,52,22,-1
28,4.734855425861704,1,0.0,12,100,98,31,-1
27,8.87157076288922,1,0.0,6,39,92,48,-1
49,14.95271715871735,0,1.0,17,65,5,47,-1
16,5.205216378507782,0,1.0,6,35,62,17,3
37,5.060397000277015,0,0.0,18,19,11,12,-1
27,11.35859734132245,0,1.0,17,133,35,17,-1
22,11.02380767970421,0,0.0,17,145,72,22,0
32,0.681722254203792,0,0.0,10,54,27,4,-1
42,7.840407027679172,0,0.0,8,25,38,5,-1
19,0.3821360240947484,0,1.0,3,37,49,20,-1
46,11.475149989775058,0,1.0,12,138,71,17,-1
26,20.43925083536944,0,0.0,19,149,46,26,-1
46,3.631541070024732,0,1.0,14,25,60,15,-1
47,12.83359991816327,0,0.0,17,177,63,18,-1
44,4.014666906735463,0,0.0,5,129,46,16,-1
39,9.830047187108736,1,0.0,13,105,8,46,-1
21,8.672928398079563,0,1.0,7,122,4,13,-1
24,7.846473826162545,0,1.0,10,92,40,41,-1
26,15.950068014676274,0,0.0,6,54,27,49,-1
15,17.872973958881264,0,1.0,15,87,87,16,-1
32,2.9206800824473422,1,0.0,7,44,94,10,-1
19,21.77413374137808,0,0.0,10,39,68,42,-1
20,16.764529681210867,0,2.0,8,65,37,9,-1
16,8.81970386457298,0,0.0,3,133,70,44,-1
37,5.047025103814286,1,2.0,19,70,39,37,-1
35,7.546056470328134,0,2.0,15,51,60,13,-1
41,6.403856163655345,0,1.0,7,170,19,7,-1
29,16.215105588040178,1,0.0,12,150,77,22,-1
44,20.59268821100661,0,2.0,14,55,6,38,-1
21,20.80365511595503,1,1.0,19,20,55,31,-1
34,10.106725466504868,0,1.0,15,18,13,19,-1
19,12.439414119112453,0,0.0,2,168,90,27,-1
16,5.538976153490802,0,0.0,9,115,83,44,-1
31,21.208002253971017,0,2.0,7,131,91,34,-1
22,8.359365154915569,1,1.0,19,128,90,32,-1
43,19.22002071606065,0,2.0,7,99,5,12,-1
23,15.716798284732004,0,0.0,11,57,96,45,-1
41,6.8680673933629945,0,1.0,2,68,90,27,-1
36,5.324181603827864,1,0.0,8,162,41,3,-1
43,20.01342597332526,0,0.0,12,149,17,9,-1
35,18.29372617508925,0,2.0,8,103,42,7,-1
48,11.549008137730349,0,0.0,7,24,69,18,-1
19,21.44565395637585,0,1.0,4,154,27,27,-1
23,17.094348289800447,0,2.0,0,157,80,10,-1
18,17.443704797205545,0,1.0,10,124,31,23,-1
18,17.415557049044754,0,0.0,5,69,59,30,-1
22,9.995760638527148,0,1.0,5,42,11,47,-1
31,12.59081449694989,0,0.0,16,81,78,24,-1
22,3.8501077871476816,0,0.0,1,63,84,16,-1
34,7.494512794607713,1,1.0,5,41,6,17,-1
17,9.19874930964858,0,2.0,4,172,80,39,-1
18,4.5400719957264055,0,2.0,6,14,49,0,-1
34,1.5702554591485898,0,2.0,19,153,59,26,-1
28,4.929396179338378,0,1.0,18,88,12,36,-1
33,21.68712741734727,0,0.0,1,162,20,47,-1
40,12.444495364164492,0,0.0,17,162,66,3,-1
26,10.073155199420237,1,0.0,0,113,7,21,-1
32,14.526721474942931,0,0.0,17,22,20,31,-1
30,1.439291145958065,0,1.0,16,17,36,17,-1
47,1.7164936751086035,0,0.0,11,13,33,22,-1
27,17.758065709313456,0,1.0,7,61,50,38,-1
33,10.274357862348518,0,0.0,5,10,91,25,-1
43,14.356942480476675,0,2.0,3,91,74,11,-1
29,19.59988057891601,0,1.0,11,158,69,16,-1
35,23.56222961109376,0,0.0,9,125,66,14,-1
37,7.6474467617604756,0,1.0,15,25,80,35,-1
25,13.230643833696764,1,1.0,3,135,78,42,-1
48,22.52552202099788,0,0.0,2,146,55,37,-1
35,22.67661199410384,1,0.0,19,85,42,42,-1
33,4.219301859082109,0,1.0,11,99,23,10,-1
16,8.689126651516354,0,0.0,6,64,48,16,-1
23,10.192341767859194,0,1.0,19,119,41,7,-1
19,17.064173966358336,0,0.0,14,26,99,18,-1
21,18.446457397169542,0,0.0,19,96,58,31,-1
27,0.8479326478438995,0,0.0,8,126,82,13,-1
47,16.10223935712472,0,1.0,17,16,42,33,-1
49,0.6115432814125699,1,0.0,9,28,69,30,-1
47,8.099423237956572,0,0.0,8,31,12,10,-1
19,6.97486534198693,0,2.0,7,49,84,43,-1
31,23.881369145414126,0,0.0,5,120,32,11,-1
40,12.816171116447943,0,1.0,18,12,58,8,-1
36,16.865553475747625,1,0.0,16,31,60,48,-1
16,1.7217643689967463,0,0.0,17,113,43,46,-1
32,22.837155718902284,0,0.0,9,66,74,25,-1
29,14.064648962789036,0,0.0,18,32,22,13,-1
18,17.459537659554893,0,0.0,18,90,89,27,-1
37,9.548864934655688,1,0.0,11,96,65,9,-1
28,20.996474689234947,0,1.0,13,143,29,19,-1
42,10.99766585374094,1,1.0,1,16,29,48,-1
45,14.030449699616948,0,1.0,15,71,33,19,-1
26,4.914743369558996,0,0.0,5,101,55,45,-1
38,22.01697413166454,1,0.0,17,169,10,3,-1
20,23.808529458112176,0,0.0,7,132,32,22,-1
24,1.018647166338087,0,0.0,16,133,19,20,-1
46,1.3372064271536752,0,0.0,16,131,23,19,-1
40,8.164564387818544,0,2.0,19,13,86,34,-1
35,17.382311422241976,1,0.0,16,61,35,49,-1
35,9.029619835731893,0,1.0,14,126,95,8,-1
21,12.027510667131224,1,1.0,11,136,28,0,-1
23,5.445801367895315,0,2.0,18,69,83,13,-1
31,12.22688643665962,0,0.0,18,119,84,3,-1
47,17.815404584184833,0,0.0,16,148,3,16,-1
32,4.910975915791092,0,0.0,0,59,43,49,-1
39,10.077584465866073,1,2.0,9,97,96,42,-1
17,1.493403030538321,0,0.0,8,142,12,14,-1
45,15.47520158928054,0,0.0,13,133,58,43,1
21,8.723163437981302,0,1.0,16,92,64,5,-1
40,5.476786113107909,0,2.0,14,62,96,49,-1
33,12.896928624039298,1,0.0,3,126,83,22,-1
20,14.983348546354057,0,2.0,8,129,50,38,-1
45,15.880583553943683,1,2.0,14,118,33,26,-1
32,1.6176372948103364,1,0.0,4,98,5,26,-1
35,9.23104734679426,0,0.0,12,32,59,32,-1
16,1.1430725263375523,0,0.0,0,86,36,34,-1
44,1.6623420932241384,1,1.0,0,151,41,9,-1
27,0.6932154451108392,0,1.0,0,152,87,6,-1
17,12.415833468528245,0,0.0,12,23,46,30,-1
23,0.8853969354824054,0,2.0,2,44,97,46,-1
21,15.33677896816826,0,1.0,3,155,25,10,-1
39,23.700001475324783,0,0.0,19,122,3,30,-1
32,14.500423735054929,0,2.0,9,58,16,38,-1
23,17.061613606395913,0,1.0,8,131,36,0,-1
43,15.489465545702265,0,0.0,10,34,86,21,-1
41,2.939193645205924,0,0.0,5,105,53,37,-1
45,21.88250039315397,0,0.0,5,120,11,7,-1
29,19.454982061651044,0,1.0,10,48,10,9,-1
47,2.430715801964836,0,1.0,19,31,54,9,-1
42,6.790113723157631,0,1.0,9,92,89,28,-1
20,23.452326267307534,0,2.0,7,155,79,23,-1
22,10.803456950401392,0,1.0,14,157,38,45,-1
35,11.239322767791595,0,2.0,9,131,59,1,-1
39,5.822233414435858,1,0.0,16,163,85,11,-1
33,0.7076673319564017,0,0.0,16,156,31,20,-1
16,9.384528007215224,1,0.0,13,18,18,1,-1
33,7.526203162056207,0,1.0,19,166,40,17,-1
19,22.800809916170227,0,1.0,4,22,66,4,-1
29,1.2778159421795383,0,1.0,4,179,49,24,-1
30,0.4649056224740144,1,0.0,10,19,57,11,-1
15,18.997898070471315,0,0.0,9,141,43,30,-1
22,8.422803422782085,1,0.0,4,151,5,2,-1
30,12.50156360366459,1,0.0,1,30,69,10,-1
39,16.660410970441937,1,2.0,4,145,83,16,-1
25,1.4963933915688807,0,2.0,4,36,30,47,-1
40,16.571327349256606,1,1.0,0,84,12,46,-1
49,2.611861209044024,0,1.0,17,161,57,26,-1
35,2.8269143412092133,0,2.0,16,41,84,33,-1
43,6.9950764785808905,0,1.0,12,161,70,28,-1
44,6.915796628622848,0,0.0,13,120,33,6,-1
22,2.906113686819774,0,1.0,12,119,88,2,-1
16,4.642193691746152,0,0.0,17,158,71,5,-1
29,19.61459916786264,0,0.0,6,22,99,31,-1
19,5.2725584624505855,0,0.0,12,99,23,43,-1
49,13.714087008439236,1,1.0,15,43,93,29,-1
36,7.216054281067826,1,1.0,12,176,33,13,-1
40,20.12450132863396,1,2.0,8,36,1,14,-1
26,13.209899796789143,0,0.0,7,99,88,32,-1
29,19.175801173963283,0,1.0,12,43,80,16,-1
20,20.640080264363363,0,0.0,12,122,3,42,-1
41,22.209379179039303,0,0.0,15,114,9,8,-1
20,17.408639168866333,0,2.0,15,59,75,39,-1
33,2.05998476913324,0,1.0,9,56,38,7,-1
29,13.98732957789302,1,1.0,9,74,68,33,-1
42,6.918436631673497,1,0.0,11,23,1,30,-1
20,4.305801233435619,1,2.0,0,118,1,10,-1
27,20.70132439436886,0,0.0,5,80,43,21,-1
26,19.95087425888197,0,1.0,11,94,84,45,-1
23,19.97470353763768,1,1.0,12,18,94,35,-1
25,10.229601881698551,0,1.0,18,40,5,48,-1
25,0.0602126831764318,0,2.0,14,63,53,29,-1
17,20.257174286462565,0,0.0,13,106,76,39,-1
17,16.63138374815379,0,0.0,2,59,26,13,-1
26,12.060253033371836,0,2.0,9,51,41,48,-1
28,0.9134971292171404,0,2.0,1,114,22,12,-1
28,10.180003103292368,0,0.0,3,74,89,47,-1
25,5.334063610572531,0,1.0,15,65,3,17,-1
22,23.31637557671853,0,0.0,17,72,1,12,-1
21,1.7119189086385616,1,0.0,18,122,6,31,-1
49,1.619115717952976,0,1.0,7,114,89,15,-1
21,12.398225907158878,0,1.0,19,47,27,49,-1
39,4.603956106264071,0,0.0,10,97,74,10,-1
20,4.991380259511964,0,2.0,16,169,96,23,-1
41,2.06263415792215,0,1.0,13,162,89,25,-1
48,22.460112191604043,0,2.0,8,144,14,13,-1
28,1.343886925870784,0,0.0,19,71,33,26,-1
36,20.95877170963078,0,0.0,4,79,71,45,-1
28,7.383737816764858,0,2.0,6,15,61,0,-1
18,5.974598300907724,0,0.0,19,107,34,32,-1
22,11.51569424864988,0,2.0,5,159,87,44,-1
41,19.59380241411251,1,1.0,11,41,12,24,-1
35,22.73385167762172,0,0.0,1,40,36,10,-1
39,10.396626422941402,0,0.0,13,81,99,24,-1
44,6.768012139028908,0,0.0,10,18,55,21,-1
37,0.4400604549797924,0,0.0,12,76,34,17,-1
33,0.304489858122877,0,0.0,8,80,77,30,-1
46,8.773508231751478,0,1.0,13,172,49,30,-1
35,17.89476676834573,0,0.0,15,144,55,32,1
22,15.76889516573235,0,1.0,18,116,74,11,-1
39,12.337442848484493,0,0.0,5,100,5,25,-1
27,1.0717596199429105,0,0.0,8,159,31,24,-1
27,7.370091072390734,1,0.0,4,160,10,45,-1
40,5.384825477437444,0,0.0,5,28,6,30,-1
45,12.574412270854932,0,0.0,12,127,28,17,-1
37,21.79741614410041,0,0.0,10,31,96,30,-1
43,5.317713283387218,0,2.0,16,47,23,27,-1
25,8.847465932465463,0,0.0,8,51,12,35,-1
29,14.324228972699425,0,0.0,2,51,9,8,-1
43,12.54138968144149,0,1.0,2,147,10,3,-1
46,0.966682958010793,0,0.0,14,140,22,27,-1
34,5.014852405462406,1,2.0,13,28,62,8,-1
38,16.845582757609215,1,1.0,18,84,12,24,-1
18,17.984436813649715,0,0.0,4,42,64,47,-1
48,22.26163363568421,0,0.0,13,157,59,42,1
27,3.5579816899338432,0,1.0,2,162,38,18,-1
46,3.873990385479809,1,0.0,16,97,77,39,-1
35,9.465856896798524,0,0.0,10,161,83,10,-1
48,9.975660760253216,0,1.0,1,46,32,26,-1
46,7.019956154338032,0,0.0,17,65,94,32,-1
16,5.436551997095175,0,2.0,10,162,99,22,-1
26,12.28925612883756,0,0.0,6,29,76,7,-1
43,9.487901272256844,1,0.0,5,112,83,28,-1
40,21.328159427776843,0,0.0,11,42,18,17,-1
35,19.08311632754398,0,2.0,7,82,19,49,-1
22,9.592538008927686,1,2.0,12,175,28,15,-1
31,2.6506687523518035,0,0.0,14,102,66,40,-1
26,14.258320753657763,1,2.0,4,99,10,26,-1
18,21.88516692380417,1,1.0,14,44,31,38,-1
46,22.90722339969173,0,1.0,16,82,65,15,-1
46,4.564247576742601,0,1.0,9,168,94,9,-1
25,12.491383345226346,0,0.0,14,12,28,1,-1
49,5.852282518162587,0,0.0,16,40,82,29,-1
48,19.78464816972572,0,0.0,14,24,43,34,-1
38,6.759390719119408,0,1.0,8,139,21,26,-1
20,16.927681000211656,0,0.0,9,109,32,40,-1
18,9.744617851721593,1,0.0,19,138,49,13,-1
37,2.6847583077409363,0,0.0,18,38,11,7,-1
34,13.957330746411998,0,1.0,14,97,31,25,-1
46,4.584895018696206,0,0.0,5,26,78,10,-1
42,20.918797361701778,0,1.0,6,29,14,21,-1
42,1.6096251219734734,0,2.0,7,51,80,6,-1
37,6.896101595473469,1,0.0,14,74,8,41,-1
44,9.405247491583598,0,2.0,0,95,76,17,-1
44,17.20980813452456,1,0.0,12,61,66,16,-1
25,11.178809429487432,0,1.0,17,175,14,28,-1
40,4.755602969743058,0,1.0,6,21,86,6,-1
31,23.59366363455005,0,1.0,2,169,97,49,-1
21,21.866082396920884,0,0.0,9,64,54,33,-1
21,22.64729185589656,0,0.0,4,151,33,3,-1
16,22.66407646680609,0,0.0,10,149,87,0,-1
24,1.1719749413313574,0,2.0,11,121,4,7,-1
27,7.026288155666292,1,1.0,11,17,86,5,-1
18,6.101631972604161,0,0.0,8,23,62,14,-1
22,12.162290154691512,0,0.0,13,80,89,18,-1
29,10.303167858579542,0,1.0,13,91,6,21,-1
22,8.709187531195912,0,0.0,17,95,91,44,-1
20,12.89943754078226,0,0.0,1,179,33,5,-1
31,2.711181747562297,0,2.0,16,115,32,44,-1
28,9.176517684574671,0,1.0,0,162,60,44,-1
34,15.321848845949525,1,0.0,13,178,52,16,-1
18,3.10521012185012,1,1.0,9,33,92,26,-1
34,5.507553111742775,0,2.0,14,149,71,40,-1
27,17.982123629868813,0,0.0,17,100,87,4,-1
37,6.898365746317112,0,2.0,8,19,11,34,-1
47,15.988441163290442,0,0.0,10,88,50,31,-1
28,4.3944298605217655,0,2.0,0,105,20,21,-1
25,19.61805181421988,1,1.0,4,71,88,4,-1
29,12.014308375225529,0,0.0,18,110,67,5,-1
39,12.11606921354355,0,2.0,3,179,53,13,-1
25,0.5050882233079035,0,1.0,9,151,26,45,-1
33,19.527308761876604,0,1.0,18,41,11,6,-1
44,2.583939919831052,0,0.0,8,16,53,30,-1
15,9.779060610903196,0,0.0,4,137,15,4,-1
49,5.167839642844852,0,1.0,15,175,19,5,-1
33,23.753269271513048,0,0.0,5,154,56,9,-1
29,5.866272053484038,0,0.0,5,130,79,36,-1
49,1.8724414239492693,0,0.0,12,65,15,40,-1
21,8.285538519544408,0,1.0,3,55,64,19,3
31,15.834237739416317,0,0.0,18,154,35,25,-1
19,18.697284765116045,1,2.0,7,139,89,47,-1
36,12.445133144298817,0,1.0,1,103,16,17,-1
38,20.16071100731581,0,0.0,13,79,29,32,-1
44,1.0382062729366703,0,0.0,15,142,15,37,-1
27,20.72548171107957,1,2.0,6,170,56,49,-1
41,4.665423188211164,1,0.0,6,18,54,45,-1
37,6.934700981520265,1,0.0,1,119,22,8,-1
22,22.27951641945532,1,2.0,4,58,83,24,-1
16,8.78461508181883,0,1.0,9,151,52,29,-1
38,13.759801685405582,0,0.0,18,76,45,18,-1
27,19.33089412262859,0,0.0,16,176,29,0,-1
21,17.813670190879908,1,0.0,3,70,23,35,-1
28,15.610974751169495,0,2.0,10,92,98,1,-1
19,8.332967609121415,0,0.0,12,40,9,32,-1
39,11.79978612766132,0,1.0,19,51,78,6,-1
38,18.522859864543328,1,0.0,6,168,69,18,-1
40,4.163497409266734,0,0.0,3,151,61,1,-1
47,23.61982002006274,0,0.0,6,73,69,22,-1
35,14.26706496378324,0,2.0,15,159,74,23,-1
26,19.798169579490583,0,0.0,14,174,26,18,-1
24,13.594878178244327,0,1.0,9,82,52,23,-1
42,2.28585707577695,0,0.0,2,66,4,14,-1
27,9.416008264866049,0,1.0,13,95,67,25,-1
27,19.22328189827897,1,2.0,3,112,5,29,-1
44,11.472997411794754,0,0.0,16,118,32,48,-1
19,1.81024124419646,0,0.0,19,44,27,26,-1
19,15.036662475751932,1,1.0,6,76,94,35,-1
45,9.439560534766034,1,2.0,0,46,78,7,-1
29,19.03180721141836,0,1.0,9,147,38,22,-1
20,9.993127412258678,0,1.0,7,81,23,7,-1
16,16.04341901490432,0,0.0,11,68,18,17,-1
34,22.60766204434352,0,0.0,17,41,57,18,-1
44,17.84778320257412,0,2.0,4,15,67,35,-1
45,7.046737854319989,0,0.0,12,17,84,42,-1
39,7.507211615431906,0,0.0,4,89,2,39,-1
29,23.34694698054336,0,1.0,18,122,35,48,-1
37,8.359645975189371,1,2.0,8,161,46,13,-1
39,8.952073016131681,1,0.0,9,44,29,3,-1
39,14.173755660725837,0,0.0,15,108,49,32,1
39,11.986642506554515,0,2.0,0,144,36,29,-1
24,10.620335737248126,0,0.0,13,153,73,20,0
31,5.506950882620572,0,0.0,14,149,99,17,-1
